epoch,loss,auc,val_loss,val_auc
0,0.6760760359466076,0.5525348227271305,0.6753040671348571,0.41068008380508375
1,0.6959609426558018,0.5048099078627926,0.6960464119911194,0.4877773542247226
2,0.6912480287253857,0.5677890129813207,0.6910846024751663,0.5589385614385616
3,0.6534554332494735,0.647988971881377,0.6504494577646256,0.628251572988415
4,0.7336619675159455,0.5021059395648212,0.7369627058506012,0.47724393661893655
