epoch,loss,auc,val_loss,val_auc
0,0.5400304298847913,0.555623507084546,0.47438824772834776,0.6170070207570207
1,0.538461135700345,0.5661608140123764,0.48800482600927353,0.5989466783216784
2,0.5495721060782671,0.5651318881540399,0.48807301595807073,0.5951835445256498
3,0.5347577858716249,0.5888993762370385,0.46807387098670006,0.635359779109779
4,0.5269838351756334,0.5879281232129333,0.47188421189785,0.6193466949716949
